res_tra_registro_tipo,res_tra_razon_social,res_tra_nif,res_tra_direccion_tipo_vial,res_tra_direccion_via_nombre,res_tra_direccion_muni_desc,res_tra_direccion_cod_postal,res_tra_residuo_ler_desc
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"MANUFACTURAS RECICLAUTO, S.L.",B83173435,AVDA,TORRES QUEVEDO,Parla,28984,RESIDUOS QUE CONTIENEN SUSTANCIAS PELIGROSAS PROCEDENTES DE LA TRANSFORMACIÓN FÍSICA Y QUÍMICA DE MINERALES NO METÁLICOS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"RECICLAJES TORREJÓN, S.L.L.",B83173674,CMNO,ZARZA,San Fernando de Henares,28830,"SERRÍN, VIRUTAS, RECORTES, MADERA, TABLEROS DE PARTÍCULAS Y CHAPAS DISTINTOS DE LOS MENCIONADOS EN EL CÓDIGO 03 01 04."
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"PECO E HIJOS, S.L.",B83179283,CALLE,REAL,Arganda del Rey,28500,"RESIDUOS MEZCLADOS DE CONSTRUCCIÓN Y DEMOLICIÓN DISTINTOS DE LOS ESPECIFICADOS EN LOS CÓDIGOS 170901, 170902 Y 170903."
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"MONTAJES Y SERVICIOS SANZ, S.L.",B83181396,CALLE,ANTONIO FLORES MARTÍN,Lozoyuela-Navas-Sieteiglesias,28752,HORMIGÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"TRANSPORTE Y LOGISTICA AVANZADA, S.L.",B83195586,CALLE,DIAMANTE,Valdemoro,28343,RESIDUOS DE PLÁSTICOS (EXCEPTO EMBALAJES).
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"EXCAVACIONES CERMEÑO, S.L.",B83201129,CALLE,CIPRIANO DÍAZ EL HERRERO,Getafe,28903,TIERRA Y PIEDRA DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 17 05 03.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"RECICLADOS OZOTONER, S.L.",B83202309,CALLE,DE VARGAS,Madrid,28003,RESIDUOS DE TINTAS DISTINTOS DE LOS ESPECIFICADOS EN EL CÓDIGO 08 03 12.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"EXCAVACIONES GARCIA RABOSO, S.L.",B83210591,CALLE,DE PÍO BAROJA,San Martín de la Vega,28330,"MEZCLAS DE HORMIGÓN, LADRILLOS, TEJAS Y MATERIALES CERÁMICOS, DISTINTOS DE LAS ESPECIFICADAS EN EL CÓDIGO 17 01 06"
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"HERRADIMA, S.L.",B83219766,CALLE,DE ROSALÍA DE CASTRO,Colmenar Viejo,28770,RESIDUOS DE ARENA Y ARCILLAS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"SERVICIO URGENTE DE CONTENEDORES, S.L.",B83227082,CALLE,REAL,"Rozas de Madrid, Las",28231,LODOS DEL TRATAMIENTO IN SITU DE EFLUENTES DISTINTOS DE LOS MENCIONADOS EN EL CÓDIGO 06 05 02.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"CONTENEDORES ANVA, S.L.",B83227934,CALLE,DEL EMPLEO JUVENIL,Madrid,28041,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"GEDIMER TRANSPORTES, S.L.",B83228809,TRVA,DE BRAVO MURILLO,Torrelaguna,28180,TIERRA Y PIEDRA DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 17 05 03.
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),RECOGIDA DE RECICLABLES SL,B83236554,CALLE,DE LA PRINCESA,Madrid,28008,RESIDUOS QUE CONTIENEN SUSTANCIAS PELIGROSAS PROCEDENTES DE LA TRANSFORMACIÓN FÍSICA Y QUÍMICA DE MINERALES NO METÁLICOS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"COMPACTACIONES Y NIVELACIONES TECNICAS, S.L.",B83246371,CALLE,ESCOBEDOS,Alcalá de Henares,28807,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"EXCAVACIONES HILANDEROS, S.L.",B83253625,CALLE,DE LOS HILANDEROS,Navalcarnero,28600,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"TECASERG SERVICIOS, S.L.",B83260075,CALLE,CARPINTEROS,Boadilla del Monte,28660,RESIDUOS DE TÓNER DE IMPRESIÓN DISTINTOS DE LOS ESPECIFICADOS EN EL CÓDIGO 08 03 17.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,GESTION DEL TRANSPORTE MORA ARIAS S.L.,B83260513,CALLE,NIÑO JESÚS,"Rozas de Madrid, Las",28230,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"TRANSPORTE Y LOGISTICA NIÑO, S.L.",B83260646,CMNO,SAN MARTIN ESQUINA C/ CARRERA TOLEDANA,Arganda del Rey,28500,RESIDUOS QUE CONTIENEN SUSTANCIAS PELIGROSAS PROCEDENTES DE LA TRANSFORMACIÓN FÍSICA Y QUÍMICA DE MINERALES NO METÁLICOS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"CONTENEDORES ABARCA, S.L.",B83261701,CALLE,DE LOS CEDROS,Móstoles,28935,HORMIGÓN.
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),VEYMARCE SL,B83262642,CALLE,LABRADORES,Boadilla del Monte,28660,ACEITES HIDRÁULICOS QUE CONTIENEN PCB.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"ABSORCIONES Y POCERIAS TUBULARES, S.L.",B83267716,CALLE,SAN ASTURIO SERRANO,Alcalá de Henares,28802,RESIDUOS DE ARENA Y ARCILLAS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"TRANS-OVERLAND, S.L.",B83271536,CALLE,DE JULIO CARO BAROJA,Boadilla del Monte,28660,LODOS DE DESTINTADO PROCEDENTES DEL RECICLADO DE PAPEL.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"MICRO MERCADO DANIEL'S, S.L.",B83272252,CALLE,DE LOS GALLEGOS,Madrid,28032,LADRILLOS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"DESMONTES ENCINAR, S.L.",B83277137,AVDA,DE LAS CIUDADES,Getafe,28903,HORMIGÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"FREE SYSTEM NATURA, S.L.",B83278150,CALLE,DE GAMONAL,Madrid,28031,RESIDUOS DE TÓNER DE IMPRESIÓN DISTINTOS DE LOS ESPECIFICADOS EN EL CÓDIGO 08 03 17.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"GLOBAL ELECTRICA DEL SUR, S.L.",B83283119,CALLE,DE GALILEO GALILEI,Arroyomolinos,28939,HORMIGÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"TRANSPORTES PRIMER ESPADA, S.L.L.",B83283721,AVDA,LA CAÑADA,Coslada,28820,CENIZAS VOLANTES DE CARBÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"INSTALACIONES GARDO, S.L.",B83285247,CALLE,DEL CINCEL,Fuenlabrada,28946,RESIDUOS METÁLICOS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"ANGEL SIMON GOMEZ, S.L.",B83286492,PLAZA,DE LA CORREDERA,San Martín de Valdeiglesias,28680,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"TRANSPORTES Y CONTENEDORES J. PEDRAZA, S.L.",B83287219,SECT,ISLAS,Tres Cantos,28760,CONSERVANTES DE LA MADERA NO ESPECIFICADOS EN OTRAS CATEGORÍA.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"PINSACON, S.L.",B83287276,CALLE,LA PILA,Parla,28981,RESIDUOS DE GRAVA Y ROCAS TRITURADAS DISTINTOS DE LOS MENCIONADOS EN EL CÓDIGO 01 04 07.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"MUÑOZ HERNANZ, S.L.",B83287342,CALLE,ERAS DE ARRIBA,Navalafuente,28729,HORMIGÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"TUY SANITARIOS MOVILES E HIGIENE, S.L.",B83339606,CALLE,PERÚ,"Rozas de Madrid, Las",28290,"LODOS DE TRATAMIENTOS FISICOQUÍMICOS, DISTINTOS DE LOS ESPECIFICADOS EN EL CÓDIGO 19 02 05."
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"BIO RECICLAJES ECOLOGICOS TOÑIN, SL",B83341362,CALLE,LÉRIDA,San Sebastián de los Reyes,28700,RESIDUOS DE GRAVA Y ROCAS TRITURADAS DISTINTOS DE LOS MENCIONADOS EN EL CÓDIGO 01 04 07.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"EXCAVACIONES TRADOSAN, S.L.",B83344002,CALLE,DE SAN PEDRO,Aranjuez,28300,LODOS DEL TRATAMIENTO IN SITU DE EFLUENTES DISTINTOS DE LOS MENCIONADOS EN EL CÓDIGO 06 05 02.
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"SERVICIOS INNOVACION EQUALITY, S.L.",B83351171,AVDA,CONSTITUCION,Daganzo de Arriba,28814,RESIDUOS DE TÓNER DE IMPRESIÓN QUE CONTIENEN SUSTANCIAS PELIGROSAS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"ARAFEL RECICLAJE Y RECUPERACIONES, SL",B83360891,CALLE,MORILES,Parla,28980,METALES FÉRREOS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"EXCAVACIONES ALSI E HIJOS, S.L.",B83372649,CALLE,DE VICENTE ALEIXANDRE,Robledo de Chavela,28294,RESIDUOS DE LA EXTRACCIÓN DE MINERALES NO METÁLICOS.
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"LASERCART MADRID, S.L.",B83385237,CALLE,IPLACEA,Alcalá de Henares,28803,"EQUIPOS DESECHADOS QUE CONTIENEN CLOROFLUOROCARBUROS, HCFC, HFC"
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"GESTIMVER VALORACIONES, S.L.",B83388272,AVDA,DE RAMÓN Y CAJAL,Madrid,28016,RESIDUOS DE LA EXTRACCIÓN DE MINERALES METÁLICOS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"SERMANRED, S.L.",B83394643,CALLE,TEATINOS,Coslada,28823,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,MOVIMIENTO DE TIERRAS BORREGO SL,B83401802,AVDA,DE PEÑA REAL,Soto del Real,28791,RESIDUOS DE ARENA Y ARCILLAS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"EXCAVACIONES REDITEL LAS ROZAS, S.L.",B83407155,CALLE,MADRID,"Rozas de Madrid, Las",28230,"MEZCLAS DE HORMIGÓN, LADRILLOS, TEJAS Y MATERIALES CERÁMICOS, DISTINTOS DE LAS ESPECIFICADAS EN EL CÓDIGO 17 01 06"
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"TRANSPORTES ESTRINGANA, S.L.",B83413260,CALLE,CRISTO,Torrejón de Ardoz,28850,ENVASES DE PLÁSTICO.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"DERSA RECICLAJE  Y GESTION, S.L.",B83416263,CALLE,DE LA REPÚBLICA ESLOVACA,Madrid,28032,"MEZCLAS DE HORMIGÓN, LADRILLOS, TEJAS Y MATERIALES CERÁMICOS, DISTINTOS DE LAS ESPECIFICADAS EN EL CÓDIGO 17 01 06"
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"VAZMACON, SL",B83418624,CALLE,DE MARTÍNEZ CORROCHANO,Madrid,28007,HORMIGÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"CONTENEDORES VILI, S.L.",B83420059,AVDA,PLAZA DE TOROS,Alcalá de Henares,28805,"MEZCLAS DE HORMIGÓN, LADRILLOS, TEJAS Y MATERIALES CERÁMICOS, DISTINTOS DE LAS ESPECIFICADAS EN EL CÓDIGO 17 01 06"
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"EXPILGO, S.L.",B83423251,CALLE,DE SANTURCE,Madrid,28017,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"CONTENEDORES SAME, S.L.",B83424499,CALLE,CALDERILLO,Parla,28980,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"PROMOCIONES TEYERGUI, S.L.",B83429126,CALLE,DE ALFONSO XIII,Madrid,28038,HORMIGÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"TRANSPORTE Y GESTION DE CONTENEDORES ESTE, SL",B83431239,CALLE,DE LA SECOYA,Madrid,28044,LODOS Y RESIDUOS DE PERFORACIONES QUE CONTIENEN AGUA DULCE.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"TRANSPRINT TRANSPORTES Y ARTES GRAFICAS, S.L.",B83438705,CALLE,DE MARÍA ZURITA,Madrid,28044,PLÁSTICO Y CAUCHO.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"GRUAS Y TRANSPORTES 2020, S.L.",B83449280,CALLE,LA PASADA,Alpedrete,28430,"RESIDUOS MEZCLADOS DE CONSTRUCCIÓN Y DEMOLICIÓN DISTINTOS DE LOS ESPECIFICADOS EN LOS CÓDIGOS 170901, 170902 Y 170903."
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"HORMIGONES PASCUAL, S.L.",B83456681,CALLE,DE ORFILA,Madrid,28010,METALES MEZCLADOS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"MATERIALES, EXCAVACIONES Y TRANSPORTES OLIMA, S.L.",B83463109,CALLE,TORNEROS,Getafe,28906,TIERRA Y PIEDRA DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 17 05 03.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"BARAHONA E HIJOS, S.L.",B83463315,CTRA,ARGANDA- ALCALA HENARES,Loeches,28890,"SERRÍN, VIRUTAS, RECORTES, MADERA, TABLEROS DE PARTÍCULAS Y CHAPAS DISTINTOS DE LOS MENCIONADOS EN EL CÓDIGO 03 01 04."
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"SERVICIOS INTEGRALES J.L.W. COURIER, S.L.",B83465682,CALLE,CORREGIDOR JUAN FRANCISCO DE LUJAN,Madrid,28030,LODOS DE DESTINTADO PROCEDENTES DEL RECICLADO DE PAPEL.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"LOGISTICA TABOADA, S.L.",B83471532,AVDA,SIERRA DE GUADARRAMA,Villanueva de la Cañada,28691,"EQUIPOS ELÉCTRICOS Y ELECTRÓNICOS DESECHADOS DISTINTOS DE LOS ESPECIFICADOS EN LOS CÓDIGOS 20 01 21, 20 01 23 Y 20 01 35."
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"REMOLVOS, S.L.",B83474510,PASEO,ALAMEDA,Meco,28880,VEHÍCULOS AL FINAL DE SU VIDA UTIL QUE NO CONTENGAN LÍQUIDOS NI OTROS COMPONENTES PELIGROSOS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,PROYECTO DE INVERSION Y TRABAJO EXCATRANS SLL,B83497875,TRVA,DE ANDALUCÍA,Getafe,28903,"MEZCLAS DE HORMIGÓN, LADRILLOS, TEJAS Y MATERIALES CERÁMICOS, DISTINTOS DE LAS ESPECIFICADAS EN EL CÓDIGO 17 01 06"
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"ORMESANOR, S.L.",B83506790,CALLE,ECUADOR,Parla,28983,ESCORIAS NO TRATADAS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"SUMINISTROS RODRIGUEZ PRADOS, S.L.",B83508788,CALLE,DEL PRADO TITO,Colmenar Viejo,28770,RESIDUOS DE LA EXTRACCIÓN DE MINERALES METÁLICOS.
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"CAT ESPAÑA LOGISTICA CARGO, SLU",B83509364,CALLE,FRANCISCO RABAL,Alcalá de Henares,28806,CARBÓN ACTIVO USADO (EXCEPTO EL CÓDIGO 06 07 02).
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"TRANSPORTES JUANFERMAR, S.L.",B83510065,CALLE,NAVARRA,San Martín de la Vega,28330,LODOS DE DESTINTADO PROCEDENTES DEL RECICLADO DE PAPEL.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"EXCAVACIONES MUÑOZ MARTIN, S.L.",B83510305,CALLE,DE LAS QUÍMICAS,Alcorcón,28922,TEJAS Y MATERIALES CERÁMICOS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"PEYBER HISPANICA, S.L.",B83511402,CALLE,DE ALCALÁ,Madrid,28037,RESIDUOS DE ARENA Y ARCILLAS.
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"PMASA RECICLADOS, S.L.",B83511741,AVDA,DE CASTILLA,San Fernando de Henares,28830,"SERRÍN, VIRUTAS, RECORTES, MADERA, TABLEROS DE PARTÍCULAS Y CHAPAS QUE CONTIENEN SUSTANCIAS PELIGROSAS."
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"ARIDOS ANTARTIDA, S.L.",B83514018,CALLE,RÍO GUADARRAMA,Arroyomolinos,28939,RESIDUOS DE GRAVA Y ROCAS TRITURADAS DISTINTOS DE LOS MENCIONADOS EN EL CÓDIGO 01 04 07.
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"BOLUDA CONTAINERS ONE, S.L.",B83527358,CALLE,DE EMILIO GASTESI FERNÁNDEZ,Madrid,28027,"MEZCLAS O FRACCIONES SEPARADAS DE HORMIGÓN, LADRILLOS O TEJAS Y MATERIALES CERÁMICOS QUE CONTIENEN SUSTANCIAS PELIGROSAS."
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"MOVIMIENTO DE TIERRAS CAMPILLO, S.L.L.",B83539908,CALLE,DEL CERRILLO,Cabanillas de la Sierra,28721,"RESIDUOS MEZCLADOS DE CONSTRUCCIÓN Y DEMOLICIÓN DISTINTOS DE LOS ESPECIFICADOS EN LOS CÓDIGOS 170901, 170902 Y 170903."
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"SERVICIOS VERDES Y CONTENEDORES, SL",B83546440,CALLE,DE LA SECOYA,Madrid,28044,RESIDUOS DE LA LIMPIEZA DE ALCANTARILLAS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"SERCOPAEM, S.L.L.",B83553305,CALLE,DEL TENIENTE OCHOA OLALLA,Madrid,28019,MADERA.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"PALETS HERMANOS MESA, S.L.",B83554105,CALLE,OLMO,Ciempozuelos,28350,RESIDUOS DE LA SILVICULTURA.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"TRANSPORTES IRALDA, S.L.",B83556597,CALLE,CAÑADA,Torrejón de Ardoz,28850,MATERIALES DE AISLAMIENTO DISTINTOS DE LOS ESPECIFICADOS EN LOS CÓDIGOS 17 06 01 Y 17 06 03.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"LUMUHEMA, S.L.",B83562116,CALLE,ABEDUL,Villaviciosa de Odón,28670,RESIDUOS DE TÓNER DE IMPRESIÓN DISTINTOS DE LOS ESPECIFICADOS EN EL CÓDIGO 08 03 17.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"RECUPERACIONES AGUSTIN RODRIGUEZ E HIJOS, S.L.",B83564070,CALLE,PERU,Coslada,28820,LIMADURAS Y VIRUTAS DE METALES FÉRREOS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,MOVIORTRANSA SL,B83572685,FINCA,FUENTE CISNEROS,Móstoles,28932,HORMIGÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"RECICLAJE Y DESGUACE ELECTRONICO, S.L.",B83574756,AVDA,DE LOS ANDALUCES,Griñón,28971,"EQUIPOS ELÉCTRICOS Y ELECTRÓNICOS DESECHADOS DISTINTOS DE LOS ESPECIFICADOS EN LOS CÓDIGOS 20 01 21, 20 01 23 Y 20 01 35."
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),"ECOQUIMICA LOGISTICA INTEGRAL, S.L.",B83581249,CALLE,DE LA RONDA,Pinto,28320,RESIDUOS AGROQUÍMICOS QUE CONTIENEN SUSTANCIAS PELIGROSAS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"GARVE LOGISTIC, S.L.",B83584763,CTRA,"ARGANDA-CHINCHON, KM.",Arganda del Rey,28500,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"MONTAÑA'S CONTAINER, S.L.",B83585745,AVDA,DE LOS REYES CATÓLICOS,Getafe,28904,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"EXCAVACIONES TROITIÑO, S.L.",B83595611,CALLE,DESTORNILLADOR,Collado Villalba,28400,TIERRA Y PIEDRA DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 17 05 03.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,NORTH RIM IBERICA SL,B83630699,CALLE,FORJADORES,Boadilla del Monte,28660,MADERA DISTINTA DE LA ESPECIFICADA EN EL CÓDIGO 20 01 37.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"MOVITIERRA 3 GARCIA, S.L.",B83633180,AVDA,REINA SOFIA,Leganés,28919,TIERRA Y PIEDRA DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 17 05 03.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"ECOLOGIA YOLMAR, S.L.",B83639062,CALLE,LA OLIVILLA,Corpa,28811,ACEITES Y GRASAS COMESTIBLES
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"GRUPO NEUMASTOCK, S.L.",B83643809,CALLE,MERCURIO,Humanes de Madrid,28970,NEUMÁTICOS FUERA DE USO.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"TRANSPORTES VOPRUS, SL",B83649467,CALLE,DE CAMILO JOSÉ CELA,Navalcarnero,28600,RESIDUOS DE GRAVA Y ROCAS TRITURADAS DISTINTOS DE LOS MENCIONADOS EN EL CÓDIGO 01 04 07.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"TRAFHIP LOGIS EXPRESS, S.L.",B83654475,AVDA,DE ITALIA,Arroyomolinos,28939,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS PELIGROSOS (INTERMEDIARIO),SERTEGO SERVICIOS MEDIOAMBIENTALES S.L.U.,B83667725,CMNO,DE LAS HORMIGUERAS,Madrid,28031,RESIDUOS QUE CONTIENEN SUSTANCIAS PELIGROSAS PROCEDENTES DE LA TRANSFORMACIÓN FÍSICA Y QUÍMICA DE MINERALES NO METÁLICOS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"RECICLAJES DE RCD MADRID 2003, S.L.",B83674721,AVDA,DE LA CONSTITUCIÓN,Coslada,28821,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"GESCRAP CENTRO, S.L.",B83686527,URB,MONTENEBROS II,Collado Villalba,28400,"COBRE, BRONCE Y LATÓN."
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"SUREÑA MADRILEÑA DE CONTENEDORES, SL",B83691600,CALLE,DE LA SECOYA,Madrid,28044,LODOS Y RESIDUOS DE PERFORACIONES QUE CONTIENEN AGUA DULCE.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"ARMATEK OBRA, S.L.",B83716993,CTRA,DE ALCALA A CAMARMA,Camarma de Esteruelas,28816,ENVASES DE PAPEL Y CARTÓN.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"EXCATRANS VEGA, S.L.U.",B83717561,CALLE,HIERRO,Cobeña,28863,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"TRADEX POCERIA, S.L.",B83724245,CALLE,LOS MADROÑOS,Velilla de San Antonio,28891,LODOS DEL TRATAMIENTO DE AGUAS RESIDUALES URBANAS.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,ALDEA E HIJOS SL,B83734541,PASEO,DE LA ANTIGUA,Robledo de Chavela,28294,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"CONTENEDORES SIX, S.L.",B83736504,CALLE,DELCO,Leganés,28914,MEZCLAS BITUMINOSAS DISTINTAS DE LAS ESPECIFICADAS EN EL CÓDIGO 170301.
REGISTRO TRANSPORTISTAS RESIDUOS NO PELIGROSOS,"RECUPERACIONES FERROHENARES, SL",B83751701,AVDA,DEL MONTE SEGOVIA,Boadilla del Monte,28660,CONSERVANTES DE LA MADERA NO ESPECIFICADOS EN OTRAS CATEGORÍA.
