municipio_distrito;fecha_informe;casos_confirmados_ultimos_14dias;tasa_incidencia_acumulada_ultimos_14dias;casos_confirmados_totales;tasa_incidencia_acumulada_total;codigo_geometria
Batres;2020/05/26 07:00:00;;0;8;475,06;0170
Alcobendas;2020/05/26 07:00:00;40;34,18;815;696,34;0066
Alcalá de Henares;2020/05/26 07:00:00;40;20,44;2388;1220,55;0053
Colmenar Viejo;2020/05/26 07:00:00;8;15,76;428;843,32;0455
San Fernando de Henares;2020/05/26 07:00:00;8;20,29;424;1075,27;1300
Villalbilla;2020/05/26 07:00:00;;7,21;93;670,13;1723
El Escorial;2020/05/26 07:00:00;8;49,5;138;853,85;0549
Colmenar del Arroyo;2020/05/26 07:00:00;;0;51;2956,52;0421
Torrejón de Ardoz;2020/05/26 07:00:00;29;22,07;1004;764,22;1489
Piñuécar-Gandullas;2020/05/26 07:00:00;;0;;0;1147
Brea de Tajo;2020/05/26 07:00:00;;0;6;1145,04;0259
El Molar;2020/05/26 07:00:00;;11,19;38;425,15;0869
Belmonte de Tajo;2020/05/26 07:00:00;;0;;300,48;0199
Torres de la Alameda;2020/05/26 07:00:00;;25,71;77;989,84;1548
Alpedrete;2020/05/26 07:00:00;;20,58;144;987,99;0105
Orusco de Tajuña;2020/05/26 07:00:00;;0;17;1366,56;1028
La Hiruela;2020/05/26 07:00:00;;0;;1754,39;0698
Getafe;2020/05/26 07:00:00;66;35,99;1412;770,01;0650
Ribatejada;2020/05/26 07:00:00;;0;;255,43;1224
Villaconejos;2020/05/26 07:00:00;;0;9;265,64;1701
Valdetorres de Jarama;2020/05/26 07:00:00;;22,24;18;400,27;1646
Madrid-Retiro;2020/05/25 07:00:00;39;32,69;1498;1255,48;079603
Madrid-Salamanca;2020/05/25 07:00:00;41;28,06;1661;1136,86;079604
Madrid-Centro;2020/05/25 07:00:00;20;14,83;1165;863,94;079601
Madrid-Arganzuela;2020/05/25 07:00:00;30;19,51;1595;1037,04;079602
Madrid-Chamartín;2020/05/25 07:00:00;29;19,88;1659;1137,48;079605
Madrid-Tetuán;2020/05/25 07:00:00;25;15,82;2125;1344,74;079606
Madrid-Chamberí;2020/05/25 07:00:00;41;29,42;1572;1127,86;079607
El Molar;2020/05/18 07:00:00;;0;35;391,59;0869
Belmonte de Tajo;2020/05/18 07:00:00;;0;;300,48;0199
Torres de la Alameda;2020/05/18 07:00:00;;0;75;964,13;1548
Somosierra;2020/05/18 07:00:00;;0;;1162,79;1436
Alpedrete;2020/05/18 07:00:00;;6,86;141;967,41;0105
Orusco de Tajuña;2020/05/18 07:00:00;;0;17;1366,56;1028
La Hiruela;2020/05/18 07:00:00;;0;;1754,39;0698
Cervera de Buitrago;2020/05/18 07:00:00;;0;;2000;0395
Getafe;2020/05/18 07:00:00;65;35,45;1331;725,84;0650
Ribatejada;2020/05/18 07:00:00;;0;;255,43;1224
Villaconejos;2020/05/18 07:00:00;;0;9;265,64;1701
Valdetorres de Jarama;2020/05/18 07:00:00;;0;17;378,03;1646
Madrid-Retiro;2020/05/17 07:00:00;61;51,12;1460;1223,63;079603
Madrid-Salamanca;2020/05/17 07:00:00;53;36,28;1628;1114,27;079604
La Serna del Monte;2020/05/15 07:00:00;;0;;0;1381
Madrid-Centro;2020/05/17 07:00:00;33;24,47;1148;851,33;079601
Madrid-Arganzuela;2020/05/17 07:00:00;39;25,36;1564;1016,89;079602
Madrid-Chamartín;2020/05/17 07:00:00;32;21,94;1615;1107,31;079605
Madrid-Tetuán;2020/05/17 07:00:00;39;24,68;2104;1331,45;079606
Madrid-Chamberí;2020/05/17 07:00:00;54;38,74;1540;1104,9;079607
Villavieja del Lozoya;2020/05/17 07:00:00;;0;;0;1821
Madrid-Villaverde;2020/05/25 07:00:00;27;18,13;1426;957,39;079617
Madrid-Villa de Vallecas;2020/05/25 07:00:00;23;20,84;1221;1106,33;079618
Madrid-Vicálvaro;2020/05/25 07:00:00;44;61,03;838;1162,42;079619
Pozuelo de Alarcón;2020/05/25 07:00:00;24;27,77;797;922,22;1150
Alcorcón;2020/05/25 07:00:00;36;21,11;1873;1098,44;0072
Navalcarnero;2020/05/25 07:00:00;7;23,89;184;628,03;0967
San Agustín del Guadalix;2020/05/25 07:00:00;17;127,06;78;583;1296
Las Rozas de Madrid;2020/05/25 07:00:00;17;17,74;810;845,39;1277
Moraleja de Enmedio;2020/05/25 07:00:00;;0;26;506,23;0894
Valdaracete;2020/05/25 07:00:00;;328,41;7;1149,43;1551
Pozuelo del Rey;2020/05/25 07:00:00;;0;;174,37;1163
Puebla de la Sierra;2020/05/25 07:00:00;;0;;0;1185
Perales de Tajuña;2020/05/25 07:00:00;;0;10;340,72;1104
Valdemorillo;2020/05/25 07:00:00;;15,98;50;399,42;1603
Navalafuente;2020/05/25 07:00:00;;0;7;483,09;0941
Velilla de San Antonio;2020/05/25 07:00:00;;16,35;74;604,77;1678
Villanueva de la Cañada;2020/05/25 07:00:00;7;32,64;154;718,12;1760
Villanueva del Pardillo;2020/05/25 07:00:00;;11,64;105;611,18;1776
Nuevo Baztán;2020/05/25 07:00:00;;15,93;30;478,01;1006
Villamantilla;2020/05/25 07:00:00;;0;7;485,77;1757
Villamanta;2020/05/25 07:00:00;;0;12;469,67;1744
Cabanillas de la Sierra;2020/05/25 07:00:00;;0;10;1322,75;0297
Cenicientos;2020/05/25 07:00:00;;49,19;29;1426,46;0376
Puentes Viejas;2020/05/25 07:00:00;;0;;294,55;9020
Aranjuez;2020/05/25 07:00:00;12;20,13;456;765,01;0133
Cercedilla;2020/05/25 07:00:00;6;85,4;116;1651,01;0382
Santorcaz;2020/05/25 07:00:00;;0;7;790,07;1369
Coslada;2020/05/25 07:00:00;23;28,17;823;1007,83;0493
Morata de Tajuña;2020/05/25 07:00:00;;26,03;98;1275,54;0915
Robregordo;2020/05/25 07:00:00;;0;;0;1261
Navarredonda y San Mamés;2020/05/25 07:00:00;;0;;1550,39;0973
Venturada;2020/05/25 07:00:00;;0;;138,7;1697
Navacerrada;2020/05/25 07:00:00;;0;18;605,65;0936
Fresno de Torote;2020/05/25 07:00:00;;0;14;630,35;0571
Pinilla del Valle;2020/05/25 07:00:00;;0;;0;1126
Valdemaqueda;2020/05/25 07:00:00;;0;;640,2;1599
Navas del Rey;2020/05/25 07:00:00;;0;79;2707,33;0992
Olmeda de las Fuentes;2020/05/25 07:00:00;;0;;862,07;1013
Bustarviejo;2020/05/25 07:00:00;;39,95;9;359,57;0284
Becerril de la Sierra;2020/05/25 07:00:00;;0;32;560,03;0186
Fuenlabrada;2020/05/25 07:00:00;44;22,72;1592;821,89;0587
Garganta de los Montes;2020/05/25 07:00:00;;0;;288,18;0626
Pinto;2020/05/25 07:00:00;17;32,36;295;561,63;1132
Alameda del Valle;2020/05/25 07:00:00;;0;;0;0035
Berzosa del Lozoya;2020/05/25 07:00:00;;0;;975,61;0203
Los Santos de la Humosa;2020/05/25 07:00:00;;0;20;772,2;1375
El Álamo;2020/05/25 07:00:00;;52,8;90;950,37;0040
Pelayos de la Presa;2020/05/25 07:00:00;;0;18;693,37;1090
Galapagar;2020/05/25 07:00:00;9;26,67;280;829,83;0611
Griñón;2020/05/25 07:00:00;;19,38;86;833,41;0663
Gargantilla del Lozoya y Pinilla de Buitrago;2020/05/25 07:00:00;;0;;949,37;0632
Aldea del Fresno;2020/05/25 07:00:00;;70,47;58;2043,69;0088
Carabaña;2020/05/25 07:00:00;;0;14;696,52;0357
Talamanca de Jarama;2020/05/25 07:00:00;29;751,88;60;1555,61;1454
Chapinería;2020/05/25 07:00:00;;0;7;300,69;0513
Ciempozuelos;2020/05/25 07:00:00;9;36,6;249;1012,52;0409
Ajalvir;2020/05/25 07:00:00;;84,89;18;382;0029
San Lorenzo de El Escorial;2020/05/25 07:00:00;;27,22;145;789,37;1317
Gascones;2020/05/25 07:00:00;;0;;0;0647
San Martín de la Vega;2020/05/25 07:00:00;6;31,3;97;506;1322
Móstoles;2020/05/25 07:00:00;51;24,38;2159;1032,11;0920
Leganés;2020/05/25 07:00:00;58;30,55;3038;1600,12;0745
Braojos;2020/05/25 07:00:00;;0;;975,61;0246
Cubas de la Sagra;2020/05/25 07:00:00;;46,78;31;483,39;0506
Algete;2020/05/25 07:00:00;;9,7;115;557,95;0091
Mejorada del Campo;2020/05/25 07:00:00;11;47,26;188;807,77;0843
Loeches;2020/05/25 07:00:00;;0;49;557,39;0758
Parla;2020/05/25 07:00:00;15;11,53;761;584,83;1065
Fuentidueña de Tajo;2020/05/25 07:00:00;;97,42;19;925,47;0604
Ambite;2020/05/25 07:00:00;;0;7;1182,43;0112
Torremocha de Jarama;2020/05/25 07:00:00;7;686,95;15;1472,03;1533
Anchuelo;2020/05/25 07:00:00;;0;7;550,75;0127
Los Molinos;2020/05/25 07:00:00;;22,78;53;1207,56;0875
Soto del Real;2020/05/25 07:00:00;;0;65;738,72;1441
Valverde de Alcalá;2020/05/25 07:00:00;;0;8;1720,43;1662
Fuente el Saz de Jarama;2020/05/25 07:00:00;;29,87;36;537,63;0590
Horcajo de la Sierra-Aoslos;2020/05/25 07:00:00;;0;;2758,62;0702
Valdeolmos-Alalpardo;2020/05/25 07:00:00;;0;11;265,96;1625
Campo Real;2020/05/25 07:00:00;;48,31;27;434,78;0339
Valdeavero;2020/05/25 07:00:00;;64,35;9;579,15;1564
Villamanrique de Tajo;2020/05/25 07:00:00;;0;;568,99;1739
Cobeña;2020/05/25 07:00:00;16;215,4;83;1117,39;0416
Fresnedillas de la Oliva;2020/05/25 07:00:00;;0;9;572,52;0565
Valdilecha;2020/05/25 07:00:00;;0;18;613,71;1659
El Berrueco;2020/05/25 07:00:00;;0;8;1052,63;0210
Pezuela de las Torres;2020/05/25 07:00:00;;0;;237,53;1111
Villar del Olmo;2020/05/25 07:00:00;;0;;198,91;1795
Guadarrama;2020/05/25 07:00:00;13;81,09;221;1378,49;0685
San Martín de Valdeiglesias;2020/05/25 07:00:00;;11,82;92;1087,6;1338
Torrelodones;2020/05/25 07:00:00;10;42,16;345;1454,65;1527
Boadilla del Monte;2020/05/25 07:00:00;10;18,33;374;685,36;0225
Torrejón de Velasco;2020/05/25 07:00:00;;22,82;21;479,23;1505
Villanueva de Perales;2020/05/25 07:00:00;;0;;319,9;1782
Tielmes;2020/05/25 07:00:00;;0;33;1245,28;1467
San Sebastián de los Reyes;2020/05/25 07:00:00;35;39,2;525;588,06;1343
Guadalix de la Sierra;2020/05/25 07:00:00;;0;50;804,63;0679
Humanes de Madrid;2020/05/25 07:00:00;;15,2;122;617,94;0730
Chinchón;2020/05/25 07:00:00;;18,76;27;506,47;0528
Cadalso de los Vidrios;2020/05/25 07:00:00;;65,81;10;329,06;0318
Hoyo de Manzanares;2020/05/25 07:00:00;;35,57;40;474,27;0724
Torrejón de la Calzada;2020/05/25 07:00:00;;11,27;39;439,59;1492
Estremera;2020/05/25 07:00:00;;0;9;714,29;0552
Corpa;2020/05/25 07:00:00;;0;6;841,51;0480
Villa del Prado;2020/05/25 07:00:00;;30,67;126;1932,52;1718
Lozoyuela-Navas-Sieteiglesias;2020/05/25 07:00:00;;0;;230,95;9015
Quijorna;2020/05/25 07:00:00;;145,39;32;930,5;1198
Valdemoro;2020/05/25 07:00:00;27;35,53;815;1072,61;1610
Tres Cantos;2020/05/25 07:00:00;29;60,77;425;890,57;9036
Torrelaguna;2020/05/25 07:00:00;;42,02;23;483,19;1512
Rivas-Vaciamadrid;2020/05/25 07:00:00;13;14,75;572;648,89;1230
El Atazar;2020/05/25 07:00:00;;0;;0;0164
Pedrezuela;2020/05/25 07:00:00;;16,97;26;441,28;1087
Santa María de la Alameda;2020/05/25 07:00:00;;0;6;478,47;1356
Horcajuelo de la Sierra;2020/05/25 07:00:00;;0;;0;0719
Arroyomolinos;2020/05/25 07:00:00;;15,93;182;579,69;0151
Moralzarzal;2020/05/25 07:00:00;;15,35;76;583,45;0908
Canencia;2020/05/25 07:00:00;;0;;447,43;0344
Villarejo de Salvanés;2020/05/25 07:00:00;;27,27;38;518,06;1809
Serranillos del Valle;2020/05/25 07:00:00;;48,02;35;840,34;1408
Villaviciosa de Odón;2020/05/25 07:00:00;;14,37;218;783,19;1816
Camarma de Esteruelas;2020/05/25 07:00:00;;0;42;572,52;0323
Robledo de Chavela;2020/05/25 07:00:00;;0;27;632,32;1258
Patones;2020/05/25 07:00:00;;0;6;1109,06;1071
Navalagamella;2020/05/25 07:00:00;;0;6;229,89;0954
Rascafría;2020/05/25 07:00:00;;60,1;7;420,67;1202
El Boalo;2020/05/25 07:00:00;;39,96;43;572,72;0231
Majadahonda;2020/05/25 07:00:00;25;34,81;593;825,61;0800
Batres;2020/05/25 07:00:00;;0;8;475,06;0170
Alcobendas;2020/05/25 07:00:00;47;40,16;808;690,36;0066
Alcalá de Henares;2020/05/25 07:00:00;52;26,58;2386;1219,53;0053
Colmenar Viejo;2020/05/25 07:00:00;9;17,73;428;843,32;0455
San Fernando de Henares;2020/05/25 07:00:00;9;22,82;424;1075,27;1300
Villalbilla;2020/05/25 07:00:00;;14,41;93;670,13;1723
El Escorial;2020/05/25 07:00:00;13;80,44;139;860,04;0549
Colmenar del Arroyo;2020/05/25 07:00:00;;0;51;2956,52;0421
Torrejón de Ardoz;2020/05/25 07:00:00;31;23,6;1000;761,17;1489
Piñuécar-Gandullas;2020/05/25 07:00:00;;0;;0;1147
Brea de Tajo;2020/05/25 07:00:00;;0;6;1145,04;0259
El Molar;2020/05/25 07:00:00;;11,19;38;425,15;0869
Belmonte de Tajo;2020/05/25 07:00:00;;0;;300,48;0199
Torres de la Alameda;2020/05/25 07:00:00;;25,71;77;989,84;1548
Somosierra;2020/05/25 07:00:00;;0;;2325,58;1436
Alpedrete;2020/05/25 07:00:00;;27,44;144;987,99;0105
Orusco de Tajuña;2020/05/25 07:00:00;;0;17;1366,56;1028
La Hiruela;2020/05/25 07:00:00;;0;;1754,39;0698
Cervera de Buitrago;2020/05/25 07:00:00;;0;;2000;0395
Getafe;2020/05/25 07:00:00;67;36,54;1388;756,92;0650
Ribatejada;2020/05/25 07:00:00;;0;;255,43;1224
Villaconejos;2020/05/25 07:00:00;;0;9;265,64;1701
Valdetorres de Jarama;2020/05/25 07:00:00;;22,24;18;400,27;1646
Madrid-Retiro;2020/05/24 07:00:00;40;33,52;1497;1254,64;079603
Madrid-Salamanca;2020/05/24 07:00:00;40;27,38;1659;1135,49;079604
Madrid-Centro;2020/05/24 07:00:00;18;13,35;1162;861,71;079601
Madrid-Arganzuela;2020/05/24 07:00:00;28;18,21;1593;1035,74;079602
Madrid-Chamartín;2020/05/24 07:00:00;21;14,4;1650;1131,31;079605
Madrid-Tetuán;2020/05/24 07:00:00;27;17,09;2125;1344,74;079606
Madrid-Chamberí;2020/05/24 07:00:00;41;29,42;1571;1127,14;079607
Madrid-Fuencarral-El Pardo;2020/05/24 07:00:00;64;26,02;3003;1221,03;079608
Madrid-Moncloa-Aravaca;2020/05/24 07:00:00;36;30,15;1442;1207,51;079609
Madrid-Latina;2020/05/24 07:00:00;91;38,2;2839;1191,77;079610
Madrid-Carabanchel;2020/05/24 07:00:00;64;25,29;2735;1080,6;079611
Madrid-Usera;2020/05/24 07:00:00;18;12,88;1385;991,12;079612
Madrid-Puente de Vallecas;2020/05/24 07:00:00;94;40,02;3100;1319,95;079613
Madrid-San Blas - Canillejas;2020/05/24 07:00:00;36;22,76;1472;930,81;079620
Madrid-Barajas;2020/05/24 07:00:00;6;12,26;427;872,41;079621
Madrid-Moratalaz;2020/05/24 07:00:00;50;52,87;1351;1428,57;079614
El Álamo;2020/05/23 07:00:00;;31,68;88;929,25;0040
Madrid-Ciudad Lineal;2020/05/24 07:00:00;50;23,12;2225;1028,74;079615
Madrid-Hortaleza;2020/05/24 07:00:00;41;21,79;1758;934,18;079616
Madrid-Villaverde;2020/05/24 07:00:00;27;18,13;1426;957,39;079617
Madrid-Villa de Vallecas;2020/05/24 07:00:00;22;19,93;1219;1104,52;079618
Madrid-Vicálvaro;2020/05/24 07:00:00;45;62,42;838;1162,42;079619
Pozuelo de Alarcón;2020/05/24 07:00:00;26;30,08;797;922,22;1150
Alcorcón;2020/05/24 07:00:00;36;21,11;1871;1097,27;0072
Navalcarnero;2020/05/24 07:00:00;7;23,89;184;628,03;0967
San Agustín del Guadalix;2020/05/24 07:00:00;18;134,54;78;583;1296
Las Rozas de Madrid;2020/05/24 07:00:00;16;16,7;809;844,34;1277
Moraleja de Enmedio;2020/05/24 07:00:00;;0;26;506,23;0894
Valdaracete;2020/05/24 07:00:00;;328,41;7;1149,43;1551
Pozuelo del Rey;2020/05/24 07:00:00;;0;;174,37;1163
Puebla de la Sierra;2020/05/24 07:00:00;;0;;0;1185
Perales de Tajuña;2020/05/24 07:00:00;;0;10;340,72;1104
Valdemorillo;2020/05/24 07:00:00;;15,98;50;399,42;1603
Navalafuente;2020/05/24 07:00:00;;0;7;483,09;0941
Velilla de San Antonio;2020/05/24 07:00:00;;16,35;74;604,77;1678
Villanueva de la Cañada;2020/05/24 07:00:00;7;32,64;154;718,12;1760
Villanueva del Pardillo;2020/05/24 07:00:00;;11,64;105;611,18;1776
Nuevo Baztán;2020/05/24 07:00:00;;15,93;30;478,01;1006
Villamantilla;2020/05/24 07:00:00;;0;7;485,77;1757
Villamanta;2020/05/24 07:00:00;;0;12;469,67;1744
Cabanillas de la Sierra;2020/05/24 07:00:00;;0;10;1322,75;0297
Cenicientos;2020/05/24 07:00:00;;49,19;29;1426,46;0376
Puentes Viejas;2020/05/24 07:00:00;;0;;294,55;9020
Aranjuez;2020/05/24 07:00:00;12;20,13;456;765,01;0133
Cercedilla;2020/05/24 07:00:00;6;85,4;116;1651,01;0382
Santorcaz;2020/05/24 07:00:00;;0;7;790,07;1369
Coslada;2020/05/24 07:00:00;23;28,17;823;1007,83;0493
Morata de Tajuña;2020/05/24 07:00:00;;26,03;98;1275,54;0915
Robregordo;2020/05/24 07:00:00;;0;;0;1261
Navarredonda y San Mamés;2020/05/24 07:00:00;;0;;1550,39;0973
Venturada;2020/05/24 07:00:00;;0;;138,7;1697
Navacerrada;2020/05/24 07:00:00;;0;18;605,65;0936
Montejo de la Sierra;2020/05/24 07:00:00;;0;;283,29;0881
Fresno de Torote;2020/05/24 07:00:00;;0;14;630,35;0571
Pinilla del Valle;2020/05/24 07:00:00;;0;;0;1126
Valdemaqueda;2020/05/24 07:00:00;;0;;640,2;1599
Navas del Rey;2020/05/24 07:00:00;;0;79;2707,33;0992
Olmeda de las Fuentes;2020/05/24 07:00:00;;0;;862,07;1013
Bustarviejo;2020/05/24 07:00:00;;39,95;9;359,57;0284
Becerril de la Sierra;2020/05/24 07:00:00;;0;32;560,03;0186
Fuenlabrada;2020/05/24 07:00:00;44;22,72;1592;821,89;0587
Garganta de los Montes;2020/05/24 07:00:00;;0;;288,18;0626
Pinto;2020/05/24 07:00:00;17;32,36;294;559,72;1132
Alameda del Valle;2020/05/24 07:00:00;;0;;0;0035
Berzosa del Lozoya;2020/05/24 07:00:00;;0;;975,61;0203
Los Santos de la Humosa;2020/05/24 07:00:00;;0;20;772,2;1375
El Álamo;2020/05/24 07:00:00;;52,8;90;950,37;0040
Pelayos de la Presa;2020/05/24 07:00:00;;0;18;693,37;1090
Galapagar;2020/05/24 07:00:00;9;26,67;280;829,83;0611
Griñón;2020/05/24 07:00:00;;19,38;86;833,41;0663
Gargantilla del Lozoya y Pinilla de Buitrago;2020/05/24 07:00:00;;0;;949,37;0632
Aldea del Fresno;2020/05/24 07:00:00;;70,47;58;2043,69;0088
Carabaña;2020/05/24 07:00:00;;0;14;696,52;0357
Talamanca de Jarama;2020/05/24 07:00:00;25;648,17;56;1451,91;1454
Chapinería;2020/05/24 07:00:00;;0;7;300,69;0513
Ciempozuelos;2020/05/24 07:00:00;10;40,66;249;1012,52;0409
Ajalvir;2020/05/24 07:00:00;;84,89;18;382;0029
San Lorenzo de El Escorial;2020/05/24 07:00:00;;27,22;145;789,37;1317
San Martín de la Vega;2020/05/24 07:00:00;6;31,3;97;506;1322
Móstoles;2020/05/24 07:00:00;52;24,86;2159;1032,11;0920
Leganés;2020/05/24 07:00:00;59;31,08;3035;1598,54;0745
Braojos;2020/05/24 07:00:00;;0;;975,61;0246
Pinilla del Valle;2020/03/17 07:00:00;;0;;0;1126
Cubas de la Sagra;2020/05/24 07:00:00;;46,78;31;483,39;0506
Algete;2020/05/24 07:00:00;;9,7;115;557,95;0091
Mejorada del Campo;2020/05/24 07:00:00;11;47,26;188;807,77;0843
Loeches;2020/05/24 07:00:00;;0;49;557,39;0758
Miraflores de la Sierra;2020/05/19 07:00:00;;16,37;36;589,39;0856
Paracuellos de Jarama;2020/05/19 07:00:00;;3,96;71;280,98;1049
El Vellón;2020/05/19 07:00:00;;51,07;14;715,02;1684
Lozoya;2020/05/19 07:00:00;;0;;172,12;0761
Collado Villalba;2020/05/19 07:00:00;21;32,98;515;808,74;0474
Colmenarejo;2020/05/19 07:00:00;;21,91;46;503,83;0442
Villavieja del Lozoya;2020/05/19 07:00:00;;0;;0;1821
Prádena del Rincón;2020/05/19 07:00:00;;0;;0;1179
La Cabrera;2020/05/19 07:00:00;;37,5;12;449,94;0301
Sevilla la Nueva;2020/05/19 07:00:00;;53,66;138;1481;1415
La Acebeda;2020/05/19 07:00:00;;0;;0;0014
Redueña;2020/05/19 07:00:00;;0;;769,23;1219
Robledillo de la Jara;2020/05/19 07:00:00;;0;;1250;1245
La Serna del Monte;2020/05/19 07:00:00;;0;;0;1381
Colmenar de Oreja;2020/05/19 07:00:00;;12,45;26;323,71;0437
Rozas de Puerto Real;2020/05/19 07:00:00;;0;;566,04;1283
Valdemanco;2020/05/19 07:00:00;;0;;109,41;1586
Brunete;2020/05/19 07:00:00;36;335,32;114;1061,85;0262
Titulcia;2020/05/19 07:00:00;;0;9;685,45;1473
Villa del Prado;2020/05/19 07:00:00;;61,35;123;1886,5;1718
Lozoyuela-Navas-Sieteiglesias;2020/05/19 07:00:00;;0;;230,95;9015
Quijorna;2020/05/19 07:00:00;;0;22;639,72;1198
Valdemoro;2020/05/19 07:00:00;18;23,69;793;1043,65;1610
Tres Cantos;2020/05/19 07:00:00;40;83,82;420;880,1;9036
Torrelaguna;2020/05/19 07:00:00;;63,03;22;462,18;1512
Tielmes;2020/05/24 07:00:00;;0;33;1245,28;1467
San Sebastián de los Reyes;2020/05/24 07:00:00;24;26,88;513;574,62;1343
Guadalix de la Sierra;2020/05/24 07:00:00;;0;50;804,63;0679
Humanes de Madrid;2020/05/24 07:00:00;;15,2;122;617,94;0730
Chinchón;2020/05/24 07:00:00;;18,76;27;506,47;0528
Cadalso de los Vidrios;2020/05/24 07:00:00;;65,81;10;329,06;0318
Hoyo de Manzanares;2020/05/24 07:00:00;;35,57;40;474,27;0724
Torrejón de la Calzada;2020/05/24 07:00:00;;11,27;39;439,59;1492
Estremera;2020/05/24 07:00:00;;0;9;714,29;0552
Corpa;2020/05/24 07:00:00;;0;6;841,51;0480
Meco;2020/05/24 07:00:00;11;76,9;138;964,7;0838
Madarcos;2020/05/24 07:00:00;;0;;0;0783
Zarzalejo;2020/05/24 07:00:00;;120,63;34;2050,66;1837
Arganda del Rey;2020/05/24 07:00:00;14;25,28;357;644,53;0148
Collado Mediano;2020/05/24 07:00:00;;0;32;459,9;0468
Daganzo de Arriba;2020/05/24 07:00:00;;0;41;401,76;0534
Manzanares El Real;2020/05/24 07:00:00;6;67,87;44;497,74;0822
Buitrago del Lozoya;2020/05/24 07:00:00;;0;15;796,18;0278
Valdelaguna;2020/05/24 07:00:00;;0;;106,72;1570
Valdepiélagos;2020/05/24 07:00:00;;0;;0;1631
Casarrubuelos;2020/05/24 07:00:00;;0;11;291,16;0360
Miraflores de la Sierra;2020/05/24 07:00:00;;49,12;39;638,51;0856
Paracuellos de Jarama;2020/05/24 07:00:00;;7,91;72;284,93;1049
El Vellón;2020/05/24 07:00:00;;51,07;14;715,02;1684
Lozoya;2020/05/24 07:00:00;;0;;172,12;0761
Collado Villalba;2020/05/24 07:00:00;22;34,55;534;838,58;0474
Colmenarejo;2020/05/24 07:00:00;;0;47;514,79;0442
Villavieja del Lozoya;2020/05/24 07:00:00;;0;;0;1821
Prádena del Rincón;2020/05/24 07:00:00;;0;;0;1179
La Cabrera;2020/05/24 07:00:00;;37,5;12;449,94;0301
Sevilla la Nueva;2020/05/24 07:00:00;;21,46;138;1481;1415
La Acebeda;2020/05/24 07:00:00;;0;;0;0014
Redueña;2020/05/24 07:00:00;;0;;769,23;1219
Robledillo de la Jara;2020/05/24 07:00:00;;0;;1250;1245
Colmenar de Oreja;2020/05/24 07:00:00;;12,45;26;323,71;0437
Rozas de Puerto Real;2020/05/24 07:00:00;;0;;566,04;1283
Valdemanco;2020/05/24 07:00:00;;109,41;;218,82;1586
Villa del Prado;2020/05/24 07:00:00;;46,01;126;1932,52;1718
Lozoyuela-Navas-Sieteiglesias;2020/05/24 07:00:00;;0;;230,95;9015
Quijorna;2020/05/24 07:00:00;;87,23;26;756,03;1198
Valdemoro;2020/05/24 07:00:00;27;35,53;815;1072,61;1610
Tres Cantos;2020/05/24 07:00:00;29;60,77;425;890,57;9036
Torrelaguna;2020/05/24 07:00:00;;42,02;23;483,19;1512
Rivas-Vaciamadrid;2020/05/24 07:00:00;13;14,75;572;648,89;1230
El Atazar;2020/05/24 07:00:00;;0;;0;0164
Pedrezuela;2020/05/24 07:00:00;;16,97;26;441,28;1087
Santa María de la Alameda;2020/05/24 07:00:00;;0;6;478,47;1356
Horcajuelo de la Sierra;2020/05/24 07:00:00;;0;;0;0719
Arroyomolinos;2020/05/24 07:00:00;6;19,11;182;579,69;0151
Moralzarzal;2020/05/24 07:00:00;;15,35;76;583,45;0908
Canencia;2020/05/24 07:00:00;;0;;447,43;0344
Villarejo de Salvanés;2020/05/24 07:00:00;;27,27;38;518,06;1809
Serranillos del Valle;2020/05/24 07:00:00;;48,02;35;840,34;1408
Villaviciosa de Odón;2020/05/24 07:00:00;;14,37;218;783,19;1816
Camarma de Esteruelas;2020/05/24 07:00:00;;0;42;572,52;0323
Robledo de Chavela;2020/05/24 07:00:00;;0;27;632,32;1258
Patones;2020/05/24 07:00:00;;0;6;1109,06;1071
Navalagamella;2020/05/24 07:00:00;;0;6;229,89;0954
Braojos;2020/05/16 07:00:00;;0;;975,61;0246
Cubas de la Sagra;2020/05/16 07:00:00;;31,19;29;452,21;0506
Algete;2020/05/16 07:00:00;;19,41;109;528,84;0091
Mejorada del Campo;2020/05/16 07:00:00;;8,59;174;747,62;0843
Loeches;2020/05/16 07:00:00;;11,38;49;557,39;0758
Parla;2020/05/16 07:00:00;17;13,06;754;579,45;1065
Fuentidueña de Tajo;2020/05/16 07:00:00;;48,71;18;876,77;0604
Ambite;2020/05/16 07:00:00;;0;7;1182,43;0112
Torremocha de Jarama;2020/05/16 07:00:00;;0;8;785,08;1533
Anchuelo;2020/05/16 07:00:00;;0;7;550,75;0127
Los Molinos;2020/05/16 07:00:00;;91,14;57;1298,7;0875
Soto del Real;2020/05/16 07:00:00;;0;65;738,72;1441
Valverde de Alcalá;2020/05/16 07:00:00;;0;8;1720,43;1662
Madrid-Centro;2020/05/23 07:00:00;19;14,09;1160;860,23;079601
Madrid-Arganzuela;2020/05/23 07:00:00;25;16,25;1590;1033,79;079602
Madrid-Chamartín;2020/05/23 07:00:00;17;11,66;1645;1127,88;079605
Madrid-Tetuán;2020/05/23 07:00:00;27;17,09;2122;1342,84;079606
Madrid-Chamberí;2020/05/23 07:00:00;38;27,26;1565;1122,84;079607
Madrid-Fuencarral-El Pardo;2020/05/23 07:00:00;69;28,06;2998;1219;079608
